driver_standings_id,race_id,driver_id,points,position,position_text,wins
66640,901,807,18.0,6,6,0
66641,901,8,6.0,9,9,0
66642,901,818,4.0,11,11,0
66643,901,826,3.0,12,12,0
66644,901,815,1.0,13,13,0
66645,901,16,0.0,15,15,0
66646,901,821,0.0,16,16,0
66647,901,820,0.0,17,17,0
66648,901,824,0.0,20,20,0
66649,901,154,0.0,14,14,0
66650,901,813,0.0,21,21,0
66651,901,828,0.0,19,19,0
66652,901,20,15.0,7,7,0
66653,901,1,25.0,2,2,1
66654,901,13,6.0,10,10,0
66655,901,155,0.0,18,18,0
66656,901,817,0.0,22,22,0
66657,902,3,61.0,1,1,1
66658,902,825,20.0,7,7,0
66659,902,18,23.0,5,5,0
66660,902,4,26.0,4,4,0
66661,902,822,18.0,8,8,0
66662,902,807,28.0,3,3,0
66663,902,8,7.0,12,12,0
66664,902,818,4.0,13,13,0
66665,902,826,3.0,14,14,0
66666,902,815,16.0,9,9,0
66667,902,16,0.0,16,16,0
66668,902,821,0.0,17,17,0
66669,902,820,0.0,18,18,0
66670,902,824,0.0,22,22,0
66671,902,154,0.0,15,15,0
66672,902,813,0.0,20,20,0
66673,902,828,0.0,21,21,0
66674,902,20,23.0,6,6,0
66675,902,1,50.0,2,2,2
66676,902,13,12.0,11,11,0
66677,902,155,0.0,19,19,0
66678,902,817,12.0,10,10,0
66679,903,3,79.0,1,1,1
66680,903,825,20.0,9,9,0
66681,903,18,23.0,8,8,0
66682,903,4,41.0,3,3,0
66683,903,822,24.0,7,7,0
66684,903,807,36.0,4,4,0
66685,903,8,11.0,12,12,0
66686,903,818,4.0,13,13,0
66687,903,826,4.0,14,14,0
66688,903,815,18.0,10,10,0
66689,903,16,0.0,16,16,0
66690,903,821,0.0,17,17,0
66691,903,820,0.0,18,18,0
66692,903,824,0.0,22,22,0
66693,903,154,0.0,15,15,0
66694,903,813,0.0,20,20,0
66695,903,828,0.0,21,21,0
66696,903,20,33.0,5,5,0
66697,903,1,75.0,2,2,3
66698,903,13,12.0,11,11,0
66699,903,155,0.0,19,19,0
66700,903,817,24.0,6,6,0
66701,904,3,97.0,2,2,1
66702,904,825,20.0,9,9,0
66703,904,18,23.0,8,8,0
66704,904,4,49.0,3,3,0
66705,904,822,34.0,7,7,0
66706,904,807,37.0,6,6,0
66707,904,8,17.0,11,11,0
66708,904,818,4.0,14,14,0
66709,904,826,4.0,15,15,0
66710,904,815,20.0,10,10,0
66711,904,16,0.0,16,16,0
66712,904,821,0.0,17,17,0
66713,904,820,0.0,18,18,0
66714,904,824,0.0,22,22,0
66715,904,154,4.0,13,13,0
66716,904,813,0.0,20,20,0
66717,904,828,0.0,21,21,0
66718,904,20,45.0,4,4,0
66719,904,1,100.0,1,1,4
66720,904,13,12.0,12,12,0
66721,904,155,0.0,19,19,0
66722,904,817,39.0,5,5,0
66723,905,3,122.0,1,1,2
66724,905,825,21.0,9,9,0
66725,905,18,31.0,8,8,0
66726,905,4,61.0,3,3,0
66727,905,822,34.0,7,7,0
66728,905,807,47.0,5,5,0
66729,905,8,17.0,12,12,0
66730,905,818,4.0,14,14,0
66731,905,826,4.0,15,15,0
66732,905,815,20.0,10,10,0
66733,905,16,0.0,18,18,0
66734,905,821,0.0,19,19,0
66735,905,820,0.0,20,20,0
66736,905,824,2.0,16,16,0
66737,905,154,8.0,13,13,0
66738,905,813,0.0,22,22,0
66739,905,828,0.0,17,17,0
66740,905,20,45.0,6,6,0
66741,905,1,118.0,2,2,4
66742,905,13,18.0,11,11,0
66743,905,155,0.0,21,21,0
66744,905,817,54.0,4,4,0
66745,906,3,140.0,1,1,2
66746,906,825,23.0,9,9,0
66747,906,18,43.0,7,7,0
66748,906,4,69.0,4,4,0
66749,906,822,40.0,8,8,0
66750,906,807,57.0,6,6,0
66751,906,8,18.0,12,12,0
66752,906,818,8.0,14,14,0
66753,906,826,4.0,15,15,0
66754,906,815,20.0,10,10,0
66755,906,16,0.0,17,17,0
66756,906,821,0.0,19,19,0
66757,906,820,0.0,20,20,0
66758,906,824,2.0,16,16,0
66759,906,154,8.0,13,13,0
66760,906,813,0.0,22,22,0
66761,906,828,0.0,18,18,0
66762,906,20,60.0,5,5,0
66763,906,1,118.0,2,2,4
66764,906,13,18.0,11,11,0
66765,906,155,0.0,21,21,0
66766,906,817,79.0,3,3,1
66767,907,3,165.0,1,1,3
66768,907,825,29.0,10,10,0
66769,907,18,43.0,8,8,0
66770,907,4,79.0,4,4,0
66771,907,822,55.0,7,7,0
66772,907,807,59.0,6,6,0
66773,907,8,19.0,12,12,0
66774,907,818,8.0,14,14,0
66775,907,826,4.0,15,15,0
66776,907,815,28.0,11,11,0
66777,907,16,0.0,17,17,0
66778,907,821,0.0,20,20,0
66779,907,820,0.0,21,21,0
66780,907,824,2.0,16,16,0
66781,907,154,8.0,13,13,0
66782,907,813,0.0,19,19,0
66783,907,828,0.0,18,18,0
66784,907,20,60.0,5,5,0
66785,907,1,136.0,2,2,4
66786,907,13,30.0,9,9,0
66787,907,155,0.0,22,22,0
66788,907,817,83.0,3,3,1
66789,908,3,165.0,1,1,3
66790,908,825,35.0,9,9,0
66791,908,18,55.0,8,8,0
66792,908,4,87.0,4,4,0
66793,908,822,73.0,5,5,0
66794,908,807,63.0,7,7,0
66795,908,8,19.0,12,12,0
66796,908,818,9.0,13,13,0
66797,908,826,6.0,15,15,0
66798,908,815,28.0,11,11,0
66799,908,16,0.0,17,17,0
66800,908,821,0.0,20,20,0
66801,908,820,0.0,21,21,0
66802,908,824,2.0,16,16,0
66803,908,154,8.0,14,14,0
66804,908,813,0.0,19,19,0
66805,908,828,0.0,18,18,0
66806,908,20,70.0,6,6,0
66807,908,1,161.0,2,2,5
66808,908,13,30.0,10,10,0
66809,908,155,0.0,22,22,0
66810,908,817,98.0,3,3,1
66811,909,3,190.0,1,1,4
66812,909,825,37.0,9,9,0
66813,909,18,59.0,8,8,0
66814,909,4,97.0,4,4,0
66815,909,822,91.0,5,5,0
66816,909,807,69.0,7,7,0
66817,909,8,19.0,12,12,0
66818,909,818,9.0,13,13,0
66819,909,826,6.0,15,15,0
66820,909,815,29.0,11,11,0
66821,909,16,0.0,17,17,0
66822,909,821,0.0,20,20,0
66823,909,820,0.0,21,21,0
66824,909,824,2.0,16,16,0
66825,909,154,8.0,14,14,0
66826,909,813,0.0,19,19,0
66827,909,828,0.0,18,18,0
66828,909,20,82.0,6,6,0
66829,909,1,176.0,2,2,5
66830,909,13,30.0,10,10,0
66831,909,155,0.0,22,22,0
66832,909,817,106.0,3,3,1
66833,910,3,202.0,1,1,4
66834,910,825,37.0,10,10,0
66835,910,18,60.0,8,8,0
66836,910,4,115.0,4,4,0
66837,910,822,95.0,5,5,0
66838,910,807,69.0,7,7,0
66839,910,8,27.0,12,12,0
66840,910,818,11.0,13,13,0
66841,910,826,6.0,15,15,0
66842,910,815,29.0,11,11,0
66843,910,16,0.0,17,17,0
66844,910,821,0.0,20,20,0
66845,910,820,0.0,21,21,0
66846,910,824,2.0,16,16,0
66847,910,154,8.0,14,14,0
66848,910,813,0.0,19,19,0
66849,910,828,0.0,18,18,0
66850,910,20,88.0,6,6,0
66851,910,1,191.0,2,2,5
66852,910,13,40.0,9,9,0
66853,910,155,0.0,22,22,0
66854,910,817,131.0,3,3,2
66855,911,3,220.0,1,1,4
66856,911,825,37.0,11,11,0
66857,911,18,68.0,8,8,0
66858,911,4,121.0,4,4,0
66859,911,822,110.0,5,5,0
66860,911,807,70.0,7,7,0
66861,911,8,39.0,10,10,0
66862,911,818,11.0,13,13,0
66863,911,826,8.0,15,15,0
66864,911,815,33.0,12,12,0
66865,911,16,0.0,17,17,0
66866,911,821,0.0,20,20,0
66867,911,820,0.0,21,21,0
66868,911,824,2.0,16,16,0
66869,911,154,8.0,14,14,0
66870,911,813,0.0,19,19,0
66871,911,828,0.0,18,18,0
66872,911,20,98.0,6,6,0
66873,911,1,191.0,2,2,5
66874,911,13,40.0,9,9,0
66875,911,155,0.0,22,22,0
66876,911,817,156.0,3,3,3
66877,911,827,0.0,23,23,0
66878,912,3,238.0,1,1,4
66879,912,825,38.0,12,12,0
66880,912,18,72.0,7,7,0
66881,912,4,121.0,5,5,0
66882,912,822,122.0,4,4,0
66883,912,807,70.0,8,8,0
66884,912,8,41.0,10,10,0
66885,912,818,11.0,13,13,0
66886,912,826,8.0,15,15,0
66887,912,815,39.0,11,11,0
66888,912,16,0.0,17,17,0
66889,912,821,0.0,20,20,0
66890,912,820,0.0,21,21,0
66891,912,824,2.0,16,16,0
66892,912,154,8.0,14,14,0
66893,912,813,0.0,19,19,0
66894,912,828,0.0,18,18,0
66895,912,20,106.0,6,6,0
66896,912,1,216.0,2,2,6
66897,912,13,55.0,9,9,0
66898,912,155,0.0,22,22,0
66899,912,817,166.0,3,3,3
66900,912,827,0.0,23,23,0
66901,913,3,238.0,2,2,4
66902,913,825,39.0,12,12,0
66903,913,18,72.0,7,7,0
66904,913,4,133.0,4,4,0
66905,913,822,122.0,6,6,0
66906,913,807,72.0,8,8,0
66907,913,8,45.0,11,11,0
66908,913,818,19.0,13,13,0
66909,913,826,8.0,15,15,0
66910,913,815,45.0,10,10,0
66911,913,16,0.0,17,17,0
66912,913,821,0.0,20,20,0
66913,913,820,0.0,21,21,0
66914,913,824,2.0,16,16,0
66915,913,154,8.0,14,14,0
66916,913,813,0.0,19,19,0
66917,913,828,0.0,18,18,0
66918,913,20,124.0,5,5,0
66919,913,1,241.0,1,1,7
66920,913,13,65.0,9,9,0
66921,913,155,0.0,22,22,0
66922,913,817,181.0,3,3,3
66923,913,827,0.0,23,23,0
66924,914,3,256.0,2,2,4
66925,914,825,39.0,12,12,0
66926,914,18,82.0,7,7,0
66927,914,4,133.0,5,5,0
66928,914,822,130.0,6,6,0
66929,914,807,76.0,8,8,0
66930,914,8,45.0,11,11,0
66931,914,818,21.0,13,13,0
66932,914,826,8.0,15,15,0
66933,914,815,46.0,10,10,0
66934,914,16,0.0,17,17,0
66935,914,821,0.0,20,20,0
66936,914,820,0.0,21,21,0
66937,914,824,2.0,16,16,0
66938,914,154,8.0,14,14,0
66939,914,813,0.0,19,19,0
66940,914,828,0.0,18,18,0
66941,914,20,139.0,4,4,0
66942,914,1,266.0,1,1,8
66943,914,13,71.0,9,9,0
66944,914,155,0.0,22,22,0
66945,914,817,193.0,3,3,3
66946,914,827,0.0,23,23,0
66947,915,3,274.0,2,2,4
66948,915,825,49.0,10,10,0
66949,915,18,94.0,7,7,0
66950,915,4,141.0,6,6,0
66951,915,822,145.0,4,4,0
66952,915,807,76.0,8,8,0
66953,915,8,47.0,12,12,0
66954,915,818,21.0,13,13,0
66955,915,826,8.0,15,15,0
66956,915,815,47.0,11,11,0
66957,915,16,0.0,17,17,0
66958,915,821,0.0,20,20,0
66959,915,820,0.0,21,21,0
66960,915,824,2.0,16,16,0
66961,915,154,8.0,14,14,0
66962,915,813,0.0,19,19,0
66963,915,828,0.0,18,18,0
66964,915,20,143.0,5,5,0
66965,915,1,291.0,1,1,9
66966,915,13,71.0,9,9,0
66967,915,155,0.0,22,22,0
66968,915,817,199.0,3,3,3
66969,915,827,0.0,23,23,0
66970,916,3,292.0,2,2,4
66971,916,825,53.0,10,10,0
66972,916,18,94.0,7,7,0
66973,916,4,149.0,6,6,0
66974,916,822,155.0,4,4,0
66975,916,807,76.0,9,9,0
66976,916,8,47.0,12,12,0
66977,916,818,22.0,13,13,0
66978,916,826,8.0,15,15,0
66979,916,815,47.0,11,11,0
66980,916,16,0.0,18,18,0
66981,916,821,0.0,20,20,0
66982,916,820,0.0,21,21,0
66983,916,824,2.0,17,17,0
66984,916,154,8.0,14,14,0
66985,916,813,2.0,16,16,0
66986,916,828,0.0,19,19,0
66987,916,20,149.0,5,5,0
66988,916,1,316.0,1,1,10
66989,916,13,83.0,8,8,0
66990,916,155,0.0,22,22,0
66991,916,817,214.0,3,3,3
66992,916,827,0.0,23,23,0
66993,917,3,317.0,2,2,5
66994,917,825,55.0,10,10,0
66995,917,18,106.0,7,7,0
66996,917,4,157.0,5,5,0
66997,917,822,156.0,6,6,0
66998,917,807,80.0,9,9,0
66999,917,8,53.0,11,11,0
67000,917,818,22.0,13,13,0
67001,917,826,8.0,15,15,0
67002,917,815,47.0,12,12,0
67003,917,16,0.0,18,18,0
67004,917,821,0.0,20,20,0
67005,917,820,0.0,21,21,0
67006,917,824,2.0,17,17,0
67007,917,154,8.0,14,14,0
67008,917,813,2.0,16,16,0
67009,917,828,0.0,19,19,0
67010,917,20,159.0,4,4,0
67011,917,1,334.0,1,1,10
67012,917,13,98.0,8,8,0
67013,917,155,0.0,22,22,0
67014,917,817,214.0,3,3,3
67015,917,827,0.0,23,23,0
67016,918,3,317.0,2,2,5
67017,918,825,55.0,11,11,0
67018,918,18,126.0,8,8,0
67019,918,4,161.0,6,6,0
67020,918,822,186.0,4,4,0
67021,918,807,96.0,9,9,0
67022,918,8,55.0,12,12,0
67023,918,818,22.0,13,13,0
67024,918,826,8.0,15,15,0
67025,918,815,59.0,10,10,0
67026,918,16,0.0,18,18,0
67027,918,821,0.0,20,20,0
67028,918,820,0.0,21,21,0
67029,918,824,2.0,17,17,0
67030,918,154,8.0,14,14,0
67031,918,813,2.0,16,16,0
67032,918,828,0.0,19,19,0
67033,918,20,167.0,5,5,0
67034,918,1,384.0,1,1,11
67035,918,13,134.0,7,7,0
67036,918,155,0.0,22,22,0
67037,918,817,238.0,3,3,3
67038,918,827,0.0,24,24,0
67039,918,829,0.0,23,23,0
67203,933,3,159.0,2,2,3
67201,926,822,0.0,18,18,0
67199,926,826,0.0,16,16,0
67197,926,154,0.0,14,14,0
67195,926,8,0.0,12,12,0
67202,933,1,169.0,1,1,4
67200,926,825,0.0,17,17,0
67198,926,813,0.0,15,15,0
67196,926,830,0.0,13,13,0
67194,926,18,0.0,11,11,0
67193,926,815,1.0,10,10,0
67192,926,832,2.0,9,9,0
67191,926,828,4.0,8,8,0
67190,926,807,6.0,7,7,0
67189,926,817,8.0,6,6,0
67188,926,831,10.0,5,5,0
67187,926,13,12.0,4,4,0
67186,926,20,15.0,3,3,0
67185,926,3,18.0,2,2,0
67184,926,1,25.0,1,1,1
67058,927,1,43.0,1,1,1
67059,927,3,33.0,3,3,0
67060,927,20,40.0,2,2,1
67061,927,13,20.0,4,4,0
67062,927,831,10.0,6,6,0
67063,927,817,9.0,8,8,0
67064,927,807,6.0,9,9,0
67065,927,828,4.0,12,12,0
67066,927,832,6.0,11,11,0
67067,927,815,1.0,14,14,0
67068,927,18,0.0,16,16,0
67069,927,8,12.0,5,5,0
67070,927,830,6.0,10,10,0
67071,927,154,0.0,15,15,0
67072,927,813,0.0,18,18,0
67073,927,826,2.0,13,13,0
67074,927,825,0.0,19,19,0
67075,927,822,10.0,7,7,0
67076,927,833,0.0,17,17,0
67077,927,4,0.0,20,20,0
67078,927,829,0.0,21,21,0
67079,928,1,68.0,1,1,2
67080,928,3,51.0,3,3,0
67081,928,20,55.0,2,2,1
67082,928,13,30.0,4,4,0
67083,928,831,14.0,7,7,0
67084,928,817,11.0,8,8,0
67085,928,807,6.0,10,10,0
67086,928,828,5.0,13,13,0
67087,928,832,6.0,12,12,0
67088,928,815,1.0,15,15,0
67089,928,18,0.0,16,16,0
67090,928,8,24.0,5,5,0
67091,928,830,6.0,11,11,0
67092,928,154,6.0,9,9,0
67093,928,813,0.0,20,20,0
67094,928,826,2.0,14,14,0
67095,928,825,0.0,21,21,0
67096,928,822,18.0,6,6,0
67097,928,833,0.0,18,18,0
67098,928,4,0.0,17,17,0
67099,928,829,0.0,19,19,0
67100,929,1,93.0,1,1,3
67101,929,3,66.0,2,2,0
67102,929,20,65.0,3,3,1
67103,929,13,31.0,5,5,0
67104,929,831,14.0,8,8,0
67105,929,817,19.0,7,7,0
67106,929,807,6.0,10,10,0
67107,929,828,5.0,14,14,0
67108,929,832,6.0,12,12,0
67109,929,815,5.0,13,13,0
67110,929,18,0.0,17,17,0
67111,929,8,42.0,4,4,0
67112,929,830,6.0,11,11,0
67113,929,154,12.0,9,9,0
67114,929,813,0.0,20,20,0
67115,929,826,4.0,15,15,0
67116,929,825,0.0,21,21,0
67117,929,822,30.0,6,6,0
67118,929,833,0.0,18,18,0
67119,929,4,0.0,16,16,0
67120,929,829,0.0,19,19,0
67121,930,1,111.0,1,1,3
67122,930,3,91.0,2,2,1
67123,930,20,80.0,3,3,1
67124,930,13,39.0,6,6,0
67125,930,831,14.0,9,9,0
67126,930,817,25.0,7,7,0
67127,930,807,6.0,12,12,0
67128,930,828,5.0,14,14,0
67129,930,832,8.0,10,10,0
67130,930,815,5.0,13,13,0
67131,930,18,0.0,17,17,0
67132,930,8,52.0,4,4,0
67133,930,830,6.0,11,11,0
67134,930,154,16.0,8,8,0
67135,930,813,0.0,20,20,0
67136,930,826,5.0,15,15,0
67137,930,825,0.0,21,21,0
67138,930,822,42.0,5,5,0
67139,930,833,0.0,18,18,0
67140,930,4,0.0,16,16,0
67141,930,829,0.0,19,19,0
67142,931,1,126.0,1,1,3
67143,931,3,116.0,2,2,2
67144,931,20,98.0,3,3,1
67145,931,13,39.0,6,6,0
67146,931,831,16.0,9,9,0
67147,931,817,35.0,7,7,0
67148,931,807,6.0,13,13,0
67149,931,828,5.0,15,15,0
67150,931,832,9.0,12,12,0
67151,931,815,11.0,11,11,0
67152,931,18,4.0,16,16,0
67153,931,8,60.0,4,4,0
67154,931,830,6.0,14,14,0
67155,931,154,16.0,10,10,0
67156,931,813,0.0,20,20,0
67157,931,826,17.0,8,8,0
67158,931,825,0.0,21,21,0
67159,931,822,42.0,5,5,0
67160,931,833,0.0,18,18,0
67161,931,4,0.0,17,17,0
67162,931,829,0.0,19,19,0
67163,932,1,151.0,1,1,4
67164,932,3,134.0,2,2,2
67165,932,20,108.0,3,3,1
67166,932,13,47.0,6,6,0
67167,932,831,16.0,10,10,0
67168,932,817,35.0,7,7,0
67169,932,807,10.0,12,12,0
67170,932,828,5.0,16,16,0
67171,932,832,9.0,13,13,0
67172,932,815,11.0,11,11,0
67173,932,18,4.0,17,17,0
67174,932,8,72.0,4,4,0
67175,932,830,6.0,14,14,0
67176,932,154,17.0,9,9,0
67177,932,813,6.0,15,15,0
67178,932,826,19.0,8,8,0
67179,932,825,0.0,21,21,0
67180,932,822,57.0,5,5,0
67181,932,833,0.0,19,19,0
67182,932,4,0.0,18,18,0
67183,932,829,0.0,20,20,0
67204,933,20,120.0,3,3,1
67205,933,13,62.0,6,6,0
67206,933,831,16.0,11,11,0
67207,933,817,36.0,7,7,0
67208,933,807,18.0,9,9,0
67209,933,828,5.0,16,16,0
67210,933,832,9.0,15,15,0
67211,933,815,13.0,12,12,0
67212,933,18,4.0,17,17,0
67213,933,8,72.0,4,4,0
67214,933,830,10.0,14,14,0
67215,933,154,17.0,10,10,0
67216,933,813,12.0,13,13,0
67217,933,826,19.0,8,8,0
67218,933,825,0.0,21,21,0
67219,933,822,67.0,5,5,0
67220,933,833,0.0,19,19,0
67221,933,4,0.0,18,18,0
67222,933,829,0.0,20,20,0
67223,934,1,194.0,1,1,5
67224,934,3,177.0,2,2,3
67225,934,20,135.0,3,3,1
67226,934,13,74.0,6,6,0
67227,934,831,16.0,11,11,0
67228,934,817,36.0,7,7,0
67229,934,807,24.0,9,9,0
67230,934,828,5.0,16,16,0
67231,934,832,9.0,15,15,0
67232,934,815,15.0,12,12,0
67233,934,18,4.0,17,17,0
67234,934,8,76.0,5,5,0
67235,934,830,10.0,14,14,0
67236,934,154,17.0,10,10,0
67237,934,813,12.0,13,13,0
67238,934,826,27.0,8,8,0
67239,934,825,0.0,21,21,0
67240,934,822,77.0,4,4,0
67241,934,833,0.0,19,19,0
67242,934,4,1.0,18,18,0
67243,934,829,0.0,20,20,0
67244,936,1,202.0,1,1,5
67245,936,3,181.0,2,2,3
67246,936,20,160.0,3,3,2
67247,936,13,74.0,6,6,0
67248,936,831,16.0,12,12,0
67249,936,817,51.0,7,7,0
67250,936,807,24.0,9,9,0
67251,936,828,6.0,18,18,0
67252,936,832,9.0,16,16,0
67253,936,815,15.0,13,13,0
67254,936,18,6.0,17,17,0
67255,936,8,76.0,5,5,0
67256,936,830,22.0,11,11,0
67257,936,154,23.0,10,10,0
67258,936,813,12.0,14,14,0
67259,936,826,45.0,8,8,0
67260,936,825,0.0,21,21,0
67261,936,822,77.0,4,4,0
67262,936,833,0.0,19,19,0
67263,936,4,11.0,15,15,0
67264,936,829,0.0,20,20,0
67265,937,1,227.0,1,1,6
67266,937,3,199.0,2,2,3
67267,937,20,160.0,3,3,2
67268,937,13,82.0,5,5,0
67269,937,831,16.0,13,13,0
67270,937,817,51.0,8,8,0
67271,937,807,24.0,12,12,0
67272,937,828,7.0,17,17,0
67273,937,832,9.0,16,16,0
67274,937,815,25.0,11,11,0
67275,937,18,6.0,18,18,0
67276,937,8,82.0,4,4,0
67277,937,830,26.0,10,10,0
67278,937,154,38.0,9,9,0
67279,937,813,12.0,14,14,0
67280,937,826,57.0,7,7,0
67281,937,825,0.0,21,21,0
67282,937,822,79.0,6,6,0
67283,937,833,0.0,19,19,0
67284,937,4,11.0,15,15,0
67285,937,829,0.0,20,20,0
67286,938,1,252.0,1,1,7
67287,938,3,199.0,2,2,3
67288,938,20,178.0,3,3,2
67289,938,13,97.0,4,4,0
67290,938,831,16.0,13,13,0
67291,938,817,55.0,8,8,0
67292,938,807,30.0,11,11,0
67293,938,828,9.0,17,17,0
67294,938,832,9.0,16,16,0
67295,938,815,33.0,10,10,0
67296,938,18,6.0,18,18,0
67297,938,8,92.0,5,5,0
67298,938,830,26.0,12,12,0
67299,938,154,38.0,9,9,0
67300,938,813,12.0,14,14,0
67301,938,826,58.0,7,7,0
67302,938,825,0.0,21,21,0
67303,938,822,91.0,6,6,0
67304,938,833,0.0,19,19,0
67305,938,4,11.0,15,15,0
67306,938,829,0.0,20,20,0
67307,939,1,252.0,1,1,7
67308,939,3,211.0,2,2,3
67309,939,20,203.0,3,3,3
67310,939,13,97.0,6,6,0
67311,939,831,17.0,13,13,0
67312,939,817,73.0,7,7,0
67313,939,807,30.0,12,12,0
67314,939,828,9.0,17,17,0
67315,939,832,11.0,16,16,0
67316,939,815,39.0,9,9,0
67317,939,18,6.0,18,18,0
67318,939,8,107.0,4,4,0
67319,939,830,30.0,11,11,0
67320,939,154,38.0,10,10,0
67321,939,813,12.0,14,14,0
67322,939,826,66.0,8,8,0
67323,939,825,0.0,22,22,0
67324,939,822,101.0,5,5,0
67325,939,833,0.0,19,19,0
67326,939,4,11.0,15,15,0
67327,939,829,0.0,20,20,0
67328,939,834,0.0,21,21,0
67372,940,834,0.0,21,21,0
67371,940,829,0.0,20,20,0
67370,940,4,11.0,16,16,0
67368,940,822,111.0,5,5,0
67366,940,826,66.0,8,8,0
67365,940,813,16.0,14,14,0
67364,940,154,44.0,9,9,0
67363,940,830,32.0,12,12,0
67359,940,832,12.0,15,15,0
67358,940,828,9.0,17,17,0
67355,940,831,17.0,13,13,0
67352,940,3,229.0,2,2,3
67367,940,825,0.0,22,22,0
67357,940,807,38.0,11,11,0
67360,940,815,39.0,10,10,0
67361,940,18,6.0,18,18,0
67362,940,8,119.0,4,4,0
67354,940,13,97.0,6,6,0
67369,940,833,0.0,19,19,0
67356,940,817,73.0,7,7,0
67353,940,20,218.0,3,3,3
67351,940,1,277.0,1,1,8
67440,942,3,247.0,3,3,3
67526,941,834,0.0,21,21,0
67521,941,825,0.0,22,22,0
67522,941,822,111.0,5,5,0
67443,942,831,27.0,13,13,0
67442,942,13,109.0,6,6,0
67441,942,20,251.0,2,2,3
67525,941,829,0.0,20,20,0
67524,941,4,11.0,16,16,0
67439,942,1,327.0,1,1,10
67523,941,833,0.0,19,19,0
67520,941,826,76.0,7,7,0
67519,941,813,22.0,14,14,0
67518,941,154,44.0,10,10,0
67517,941,830,33.0,12,12,0
67516,941,8,123.0,4,4,0
67515,941,18,8.0,18,18,0
67514,941,815,54.0,9,9,0
67513,941,832,12.0,15,15,0
67512,941,828,9.0,17,17,0
67511,941,807,38.0,11,11,0
67510,941,817,73.0,8,8,0
67509,941,831,25.0,13,13,0
67508,941,13,109.0,6,6,0
67507,941,20,236.0,2,2,3
67506,941,3,229.0,3,3,3
67505,941,1,302.0,1,1,9
67444,942,817,74.0,8,8,0
67445,942,807,38.0,12,12,0
67446,942,828,9.0,18,18,0
67447,942,832,18.0,15,15,0
67448,942,815,64.0,9,9,0
67449,942,18,16.0,16,16,0
67450,942,8,123.0,4,4,0
67451,942,830,45.0,10,10,0
67452,942,154,44.0,11,11,0
67453,942,813,26.0,14,14,0
67454,942,826,76.0,7,7,0
67455,942,825,0.0,22,22,0
67456,942,822,111.0,5,5,0
67457,942,833,0.0,19,19,0
67458,942,4,11.0,17,17,0
67459,942,829,0.0,21,21,0
67460,942,834,0.0,20,20,0
67461,943,1,345.0,1,1,10
67462,943,3,272.0,2,2,4
67463,943,20,251.0,3,3,3
67464,943,13,117.0,6,6,0
67465,943,831,27.0,13,13,0
67466,943,817,84.0,8,8,0
67467,943,807,44.0,12,12,0
67468,943,828,9.0,18,18,0
67469,943,832,18.0,15,15,0
67470,943,815,68.0,9,9,0
67471,943,18,16.0,16,16,0
67472,943,8,123.0,5,5,0
67473,943,830,47.0,10,10,0
67474,943,154,45.0,11,11,0
67475,943,813,26.0,14,14,0
67476,943,826,88.0,7,7,0
67477,943,825,0.0,22,22,0
67478,943,822,126.0,4,4,0
67479,943,833,0.0,19,19,0
67480,943,4,11.0,17,17,0
67481,943,829,0.0,21,21,0
67482,943,834,0.0,20,20,0
67483,944,1,363.0,1,1,10
67484,944,3,297.0,2,2,5
67485,944,20,266.0,3,3,3
67486,944,13,117.0,6,6,0
67487,944,831,27.0,13,13,0
67488,944,817,84.0,8,8,0
67489,944,807,52.0,10,10,0
67490,944,828,9.0,18,18,0
67491,944,832,18.0,15,15,0
67492,944,815,68.0,9,9,0
67493,944,18,16.0,16,16,0
67494,944,8,135.0,5,5,0
67495,944,830,49.0,12,12,0
67496,944,154,49.0,11,11,0
67497,944,813,27.0,14,14,0
67498,944,826,94.0,7,7,0
67499,944,825,0.0,22,22,0
67500,944,822,136.0,4,4,0
67501,944,833,0.0,19,19,0
67502,944,4,11.0,17,17,0
67503,944,829,0.0,21,21,0
67504,944,834,0.0,20,20,0
67527,945,1,381.0,1,1,10
67528,945,3,322.0,2,2,6
67529,945,20,278.0,3,3,3
67530,945,13,121.0,6,6,0
67531,945,831,27.0,13,13,0
67532,945,817,92.0,8,8,0
67533,945,807,58.0,10,10,0
67534,945,828,9.0,18,18,0
67535,945,832,18.0,15,15,0
67536,945,815,78.0,9,9,0
67537,945,18,16.0,16,16,0
67538,945,8,150.0,4,4,0
67539,945,830,49.0,12,12,0
67540,945,154,51.0,11,11,0
67541,945,813,27.0,14,14,0
67542,945,826,95.0,7,7,0
67543,945,825,0.0,22,22,0
67544,945,822,136.0,5,5,0
67545,945,833,0.0,19,19,0
67546,945,4,11.0,17,17,0
67547,945,829,0.0,21,21,0
67548,945,834,0.0,20,20,0
67732,955,1,117.0,2,2,2
67731,955,3,141.0,1,1,5
68106,948,4,0.0,21,21,0
68102,948,828,0.0,17,17,0
68100,948,831,0.0,15,15,0
68098,948,815,0.0,13,13,0
68096,948,835,0.0,11,11,0
68086,948,3,25.0,1,1,1
68104,948,837,0.0,19,19,0
68107,948,826,0.0,22,22,0
68105,948,821,0.0,20,20,0
68103,948,8,0.0,18,18,0
68101,948,836,0.0,16,16,0
68099,948,18,0.0,14,14,0
68097,948,825,0.0,12,12,0
68095,948,830,1.0,10,10,0
68094,948,832,2.0,9,9,0
68093,948,822,4.0,8,8,0
