result_id,race_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,rank,fastest_lap_time,fastest_lap_speed,status_id,position_numeric,finished
3048,163,60,18,21.0,21,8.0,8,8,0.0,65,,,,,,,12,8.0,1
3049,163,55,20,14.0,17,9.0,9,9,0.0,65,,,,,,,12,9.0,1
3050,163,18,3,10.0,11,10.0,10,10,0.0,62,,,,,,,10,10.0,1
3051,163,65,19,8.0,16,11.0,11,11,0.0,61,,,,,,,4,11.0,1
3052,163,25,22,12.0,14,12.0,12,12,0.0,61,,,,,,,4,12.0,1
3053,163,41,16,23.0,18,,R,13,0.0,51,,,,,,,20,,0
3054,163,48,18,20.0,20,,R,14,0.0,47,,,,,,,37,,0
3055,163,35,16,22.0,9,,R,15,0.0,46,,,,,,,5,,0
3056,163,56,19,7.0,8,,R,16,0.0,29,,,,,,,4,,0
3057,163,50,21,19.0,13,,R,17,0.0,29,,,,,,,20,,0
3058,163,23,3,9.0,5,,R,18,0.0,29,,,,,,,4,,0
3059,163,63,15,17.0,19,,R,19,0.0,27,,,,,,,86,,0
3060,163,49,17,5.0,10,,R,20,0.0,2,,,,,,,5,,0
3061,163,15,17,6.0,6,,R,21,0.0,0,,,,,,,4,,0
3062,164,14,1,2.0,3,1.0,1,1,10.0,78,1:49:28.213,6568213.0,,,,,1,1.0,1
3063,164,22,6,4.0,6,2.0,2,2,6.0,78,+15.889,6584102.0,,,,,1,2.0,1
3064,164,21,22,11.0,8,3.0,3,3,4.0,78,+18.522,6586735.0,,,,,1,3.0,1
3065,164,56,19,7.0,10,4.0,4,4,3.0,78,+1:05.924,6634137.0,,,,,1,4.0,1
3066,164,63,15,17.0,13,5.0,5,5,2.0,78,+1:20.775,6648988.0,,,,,1,5.0,1
3067,164,57,1,1.0,5,6.0,6,6,1.0,77,,,,,,,11,6.0,1
3068,164,35,16,22.0,17,7.0,7,7,0.0,77,,,,,,,11,7.0,1
3069,164,2,20,15.0,18,8.0,8,8,0.0,77,,,,,,,11,8.0,1
3070,164,65,19,8.0,11,9.0,9,9,0.0,76,,,,,,,12,9.0,1
3071,164,49,17,5.0,4,10.0,10,10,0.0,70,,,,,,,20,10.0,1
3072,164,50,21,19.0,15,,R,11,0.0,60,,,,,,,20,,0
3073,164,30,6,3.0,1,,R,12,0.0,55,,,,,,,22,,0
3074,164,41,16,23.0,20,,R,13,0.0,48,,,,,,,20,,0
3075,164,23,3,9.0,9,,R,14,0.0,37,,,,,,,20,,0
3076,164,15,17,6.0,2,,R,15,0.0,36,,,,,,,6,,0
3077,164,64,15,16.0,19,,R,16,0.0,30,,,,,,,20,,0
3078,164,55,20,14.0,7,,R,17,0.0,29,,,,,,,7,,0
3079,164,60,18,21.0,22,,R,18,0.0,22,,,,,,,20,,0
3080,164,48,18,20.0,21,,R,19,0.0,21,,,,,,,6,,0
3081,164,25,22,12.0,12,,R,20,0.0,18,,,,,,,20,,0
3082,164,18,3,10.0,14,,R,21,0.0,16,,,,,,,5,,0
3083,164,37,21,18.0,16,,R,22,0.0,0,,,,,,,90,,0
3084,165,30,6,3.0,1,1.0,1,1,10.0,69,1:41:12.313,6072313.0,,,,,1,1.0,1
3085,165,22,6,4.0,3,2.0,2,2,6.0,69,+0.174,6072487.0,,,,,1,2.0,1
3086,165,21,22,11.0,10,3.0,3,3,4.0,69,+15.365,6087678.0,,,,,1,3.0,1
3087,165,57,1,1.0,4,4.0,4,4,3.0,69,+18.561,6090874.0,,,,,1,4.0,1
3088,165,50,21,19.0,13,5.0,5,5,2.0,69,+52.208,6124521.0,,,,,1,5.0,1
3089,165,15,17,6.0,7,6.0,6,6,1.0,69,+1:01.687,6134000.0,,,,,1,6.0,1
3090,165,14,1,2.0,2,7.0,7,7,0.0,69,+1:02.216,6134529.0,,,,,1,7.0,1
3091,165,41,16,23.0,8,8.0,8,8,0.0,69,+1:10.455,6142768.0,,,,,1,8.0,1
3092,165,25,22,12.0,14,9.0,9,9,0.0,69,+1:19.899,6152212.0,,,,,1,9.0,1
3093,165,64,15,16.0,19,10.0,10,10,0.0,69,+1:54.544,6186857.0,,,,,1,10.0,1
3094,165,18,3,10.0,18,11.0,11,11,0.0,68,,,,,,,11,11.0,1
3095,165,60,18,21.0,22,12.0,12,12,0.0,68,,,,,,,11,12.0,1
3096,165,56,19,7.0,16,13.0,13,13,0.0,66,,,,,,,13,13.0,1
3097,165,23,3,9.0,12,14.0,14,14,0.0,64,,,,,,,4,14.0,1
3098,165,35,16,22.0,6,15.0,15,15,0.0,64,,,,,,,4,15.0,1
3099,165,48,18,20.0,20,16.0,16,16,0.0,64,,,,,,,20,16.0,1
3100,165,37,21,18.0,9,,R,17,0.0,48,,,,,,,4,,0
3101,165,63,15,17.0,15,,R,18,0.0,42,,,,,,,10,,0
3102,165,55,20,14.0,17,,R,19,0.0,38,,,,,,,10,,0
3103,165,2,20,15.0,21,,R,20,0.0,34,,,,,,,5,,0
3104,165,49,17,5.0,5,,R,21,0.0,32,,,,,,,23,,0
3105,165,65,19,8.0,11,,R,22,0.0,14,,,,,,,6,,0
3106,166,14,1,2.0,2,1.0,1,1,10.0,72,1:38:05.538,5885538.0,,,,,1,1.0,1
3107,166,57,1,1.0,4,2.0,2,2,6.0,72,+14.748,5900286.0,,,,,1,2.0,1
3108,166,22,6,4.0,3,3.0,3,3,4.0,72,+32.409,5917947.0,,,,,1,3.0,1
3109,166,35,16,22.0,7,4.0,4,4,3.0,72,+1:01.322,5946860.0,,,,,1,4.0,1
3110,166,23,3,9.0,5,5.0,5,5,2.0,72,+1:03.981,5949519.0,,,,,1,5.0,1
3111,166,15,17,6.0,9,6.0,6,6,1.0,72,+1:15.605,5961143.0,,,,,1,6.0,1
3112,166,49,17,5.0,8,7.0,7,7,0.0,71,,,,,,,11,7.0,1
3113,166,18,3,10.0,10,8.0,8,8,0.0,71,,,,,,,11,8.0,1
3114,166,21,22,11.0,14,9.0,9,9,0.0,71,,,,,,,11,9.0,1
3115,166,63,15,17.0,12,10.0,10,10,0.0,71,,,,,,,11,10.0,1
3116,166,64,15,16.0,15,11.0,11,11,0.0,71,,,,,,,11,11.0,1
3117,166,2,20,15.0,16,12.0,12,12,0.0,71,,,,,,,11,12.0,1
3118,166,56,19,7.0,6,13.0,13,13,0.0,70,,,,,,,12,13.0,1
3119,166,55,20,14.0,18,14.0,14,14,0.0,70,,,,,,,12,14.0,1
3120,166,48,18,20.0,21,15.0,15,15,0.0,70,,,,,,,12,15.0,1
3121,166,30,6,3.0,1,,R,16,0.0,58,,,,,,,5,,0
3122,166,37,21,18.0,13,,R,17,0.0,45,,,,,,,7,,0
3123,166,25,22,12.0,17,,R,18,0.0,34,,,,,,,20,,0
3124,166,60,18,21.0,22,,R,19,0.0,31,,,,,,,20,,0
3125,166,50,21,19.0,20,,R,20,0.0,25,,,,,,,7,,0
3126,166,65,19,8.0,11,,R,21,0.0,20,,,,,,,6,,0
3127,166,41,16,23.0,19,,R,22,0.0,16,,,,,,,20,,0
3128,167,57,1,1.0,1,1.0,1,1,10.0,71,1:28:15.818,5295818.0,,,,,1,1.0,1
3129,167,14,1,2.0,2,2.0,2,2,6.0,71,+12.535,5308353.0,,,,,1,2.0,1
3130,167,22,6,4.0,3,3.0,3,3,4.0,71,+30.795,5326613.0,,,,,1,3.0,1
3131,167,35,16,22.0,7,4.0,4,4,3.0,70,,,,,,,11,4.0,1
3132,167,18,3,10.0,18,5.0,5,5,2.0,70,,,,,,,11,5.0,1
3133,167,63,15,17.0,9,6.0,6,6,1.0,70,,,,,,,11,6.0,1
3134,167,65,19,8.0,16,7.0,7,7,0.0,70,,,,,,,11,7.0,1
3135,167,48,18,20.0,20,8.0,8,8,0.0,70,,,,,,,11,8.0,1
3136,167,64,15,16.0,11,9.0,9,9,0.0,70,,,,,,,11,9.0,1
3137,167,25,22,12.0,14,10.0,10,10,0.0,70,,,,,,,11,10.0,1
3138,167,54,19,7.0,21,11.0,11,11,0.0,69,,,,,,,12,11.0,1
3139,167,60,18,21.0,22,12.0,12,12,0.0,68,,,,,,,13,12.0,1
3140,167,41,16,23.0,6,,R,13,0.0,58,,,,,,,5,,0
3141,167,23,3,9.0,19,,R,14,0.0,52,,,,,,,23,,0
3142,167,2,20,15.0,13,,R,15,0.0,41,,,,,,,4,,0
3143,167,55,20,14.0,17,,R,16,0.0,41,,,,,,,4,,0
3144,167,37,21,18.0,12,,R,17,0.0,32,,,,,,,6,,0
3145,167,50,21,19.0,10,,R,18,0.0,14,,,,,,,5,,0
3146,167,49,17,5.0,15,,R,19,0.0,4,,,,,,,44,,0
3147,167,30,6,3.0,4,,R,20,0.0,0,,,,,,,4,,0
3148,167,15,17,6.0,5,,R,21,0.0,0,,,,,,,4,,0
3149,167,21,22,11.0,8,,R,22,0.0,0,,,,,,,4,,0
3150,168,22,6,4.0,18,1.0,1,1,10.0,45,1:25:34.418,5134418.0,,,,,1,1.0,1
3151,168,57,1,1.0,4,2.0,2,2,6.0,45,+7.452,5141870.0,,,,,1,2.0,1
3152,168,14,1,2.0,1,3.0,3,3,4.0,45,+21.168,5155586.0,,,,,1,3.0,1
3153,168,18,3,10.0,16,4.0,4,4,3.0,45,+22.685,5157103.0,,,,,1,4.0,1
3154,168,63,15,17.0,15,5.0,5,5,2.0,45,+27.112,5161530.0,,,,,1,5.0,1
3155,168,37,21,18.0,5,6.0,6,6,1.0,45,+29.080,5163498.0,,,,,1,6.0,1
3156,168,23,3,9.0,14,7.0,7,7,0.0,45,+30.898,5165316.0,,,,,1,7.0,1
3157,168,35,16,22.0,9,8.0,8,8,0.0,45,+47.537,5181955.0,,,,,1,8.0,1
3158,168,15,17,6.0,6,9.0,9,9,0.0,45,+50.901,5185319.0,,,,,1,9.0,1
3159,168,56,19,7.0,10,10.0,10,10,0.0,45,+1:19.664,5214082.0,,,,,1,10.0,1
3160,168,60,18,21.0,21,11.0,11,11,0.0,45,+1:29.504,5223922.0,,,,,1,11.0,1
3161,168,2,20,15.0,13,12.0,12,12,0.0,40,,,,,,,91,12.0,1
3162,168,49,17,5.0,17,,R,13,0.0,39,,,,,,,6,,0
3163,168,50,21,19.0,11,,R,14,0.0,39,,,,,,,20,,0
3164,168,41,16,23.0,12,,R,15,0.0,37,,,,,,,20,,0
3165,168,48,18,20.0,22,,R,16,0.0,33,,,,,,,5,,0
3166,168,25,22,12.0,7,,R,17,0.0,31,,,,,,,10,,0
3167,168,64,15,16.0,19,,R,18,0.0,29,,,,,,,4,,0
3168,168,55,20,14.0,20,,R,19,0.0,29,,,,,,,4,,0
3169,168,65,19,8.0,8,,R,20,0.0,12,,,,,,,6,,0
3170,168,30,6,3.0,2,,R,21,0.0,0,,,,,,,4,,0
3171,168,21,22,11.0,3,,R,22,0.0,0,,,,,,,4,,0
3172,169,57,1,1.0,3,1.0,1,1,10.0,77,1:45:33.869,6333869.0,,,,,1,1.0,1
3173,169,30,6,3.0,1,2.0,2,2,6.0,77,+7.917,6341786.0,,,,,1,2.0,1
3174,169,14,1,2.0,2,3.0,3,3,4.0,77,+8.455,6342324.0,,,,,1,3.0,1
3175,169,22,6,4.0,5,4.0,4,4,3.0,77,+44.157,6378026.0,,,,,1,4.0,1
3176,169,23,3,9.0,4,5.0,5,5,2.0,77,+50.437,6384306.0,,,,,1,5.0,1
3177,169,49,17,5.0,6,6.0,6,6,1.0,77,+1:08.099,6401968.0,,,,,1,6.0,1
3178,169,15,17,6.0,12,7.0,7,7,0.0,76,,,,,,,11,7.0,1
3179,169,56,19,7.0,10,8.0,8,8,0.0,76,,,,,,,11,8.0,1
3180,169,18,3,10.0,8,9.0,9,9,0.0,76,,,,,,,11,9.0,1
3181,169,63,15,17.0,9,10.0,10,10,0.0,76,,,,,,,11,10.0,1
3182,169,25,22,12.0,11,11.0,11,11,0.0,76,,,,,,,11,11.0,1
3183,169,35,16,22.0,16,12.0,12,12,0.0,75,,,,,,,12,12.0,1
3184,169,50,21,19.0,20,13.0,13,13,0.0,75,,,,,,,12,13.0,1
3185,169,41,16,23.0,18,14.0,14,14,0.0,75,,,,,,,12,14.0,1
3186,169,48,18,20.0,21,15.0,15,15,0.0,74,,,,,,,13,15.0,1
3187,169,37,21,18.0,15,16.0,16,16,0.0,73,,,,,,,14,16.0,1
3188,169,60,18,21.0,22,,R,17,0.0,68,,,,,,,5,,0
3189,169,65,19,8.0,17,,R,18,0.0,67,,,,,,,6,,0
3190,169,64,15,16.0,13,,R,19,0.0,62,,,,,,,7,,0
3191,169,21,22,11.0,7,,R,20,0.0,31,,,,,,,23,,0
3192,169,2,20,15.0,19,,R,21,0.0,22,,,,,,,10,,0
3193,169,55,20,14.0,14,,R,22,0.0,11,,,,,,,22,,0
3194,170,57,1,1.0,1,1.0,1,1,10.0,44,1:28:14.494,5294494.0,,,,,1,1.0,1
3195,170,30,6,3.0,4,2.0,2,2,6.0,44,+1.104,5295598.0,,,,,1,2.0,1
3196,170,23,3,9.0,6,3.0,3,3,4.0,44,+38.096,5332590.0,,,,,1,3.0,1
3197,170,14,1,2.0,5,4.0,4,4,3.0,44,+43.281,5337775.0,,,,,1,4.0,1
3198,170,18,3,10.0,3,5.0,5,5,2.0,44,+49.914,5344408.0,,,,,1,5.0,1
3199,170,49,17,5.0,8,6.0,6,6,1.0,44,+55.984,5350478.0,,,,,1,6.0,1
3200,170,35,16,22.0,7,7.0,7,7,0.0,44,+1:12.380,5366874.0,,,,,1,7.0,1
3201,170,65,19,8.0,9,8.0,8,8,0.0,44,+1:27.808,5382302.0,,,,,1,8.0,1
3202,170,63,15,17.0,18,9.0,9,9,0.0,44,+1:28.670,5383164.0,,,,,1,9.0,1
3203,170,56,19,7.0,12,10.0,10,10,0.0,44,+1:31.555,5386049.0,,,,,1,10.0,1
3204,170,64,15,16.0,15,11.0,11,11,0.0,44,+1:34.123,5388617.0,,,,,1,11.0,1
3205,170,41,16,23.0,13,12.0,12,12,0.0,43,,,,,,,11,12.0,1
3206,170,25,22,12.0,19,13.0,13,13,0.0,43,,,,,,,11,13.0,1
3207,170,48,18,20.0,21,14.0,14,14,0.0,43,,,,,,,11,14.0,1
3208,170,50,21,19.0,20,15.0,15,15,0.0,43,,,,,,,11,15.0,1
3209,170,37,21,18.0,16,16.0,16,16,0.0,42,,,,,,,12,16.0,1
3210,170,60,18,21.0,22,17.0,17,17,0.0,42,,,,,,,12,17.0,1
3211,170,22,6,4.0,10,,R,18,0.0,32,,,,,,,32,,0
3212,170,55,20,14.0,17,,R,19,0.0,32,,,,,,,32,,0
3213,170,2,20,15.0,14,,R,20,0.0,12,,,,,,,5,,0
3214,170,21,22,11.0,11,,R,21,0.0,8,,,,,,,10,,0
3215,170,15,17,6.0,2,,R,22,0.0,4,,,,,,,4,,0
3216,171,30,6,3.0,1,1.0,1,1,10.0,53,1:27:31.638,5251638.0,,,,,1,1.0,1
3217,171,57,1,1.0,3,2.0,2,2,6.0,53,+3.810,5255448.0,,,,,1,2.0,1
3218,171,23,3,9.0,7,3.0,3,3,4.0,53,+52.432,5304070.0,,,,,1,3.0,1
3219,171,50,21,19.0,11,4.0,4,4,3.0,53,+59.938,5311576.0,,,,,1,4.0,1
3220,171,25,22,12.0,13,5.0,5,5,2.0,53,+1:07.426,5319064.0,,,,,1,5.0,1
3221,171,41,16,23.0,17,6.0,6,6,1.0,53,+1:09.293,5320931.0,,,,,1,6.0,1
3222,171,63,15,17.0,15,7.0,7,7,0.0,52,,,,,,,11,7.0,1
3223,171,64,15,16.0,16,8.0,8,8,0.0,52,,,,,,,11,8.0,1
3224,171,48,18,20.0,21,9.0,9,9,0.0,52,,,,,,,11,9.0,1
3225,171,60,18,21.0,22,10.0,10,10,0.0,52,,,,,,,11,10.0,1
3226,171,21,22,11.0,9,11.0,11,11,0.0,52,,,,,,,11,11.0,1
3227,171,55,20,14.0,19,12.0,12,12,0.0,51,,,,,,,12,12.0,1
3228,171,2,20,15.0,20,,R,13,0.0,15,,,,,,,20,,0
3229,171,35,16,22.0,4,,R,14,0.0,14,,,,,,,10,,0
3230,171,18,3,10.0,12,,R,15,0.0,10,,,,,,,20,,0
3231,171,65,19,8.0,18,,R,16,0.0,1,,,,,,,4,,0
3232,171,22,6,4.0,2,,R,17,0.0,0,,,,,,,4,,0
3233,171,14,1,2.0,5,,R,18,0.0,0,,,,,,,4,,0
3234,171,15,17,6.0,6,,R,19,0.0,0,,,,,,,4,,0
3235,171,49,17,5.0,8,,R,20,0.0,0,,,,,,,4,,0
3236,171,37,21,18.0,10,,R,21,0.0,0,,,,,,,4,,0
3237,171,56,19,7.0,14,,R,22,0.0,0,,,,,,,20,,0
3238,172,30,6,3.0,1,1.0,1,1,10.0,73,1:36:30.883,5790883.0,,,,,1,1.0,1
3239,172,22,6,4.0,4,2.0,2,2,6.0,73,+12.118,5803001.0,,,,,1,2.0,1
3240,172,49,17,5.0,7,3.0,3,3,4.0,73,+17.368,5808251.0,,,,,1,3.0,1
3241,172,35,16,22.0,8,4.0,4,4,3.0,73,+17.936,5808819.0,,,,,1,4.0,1
3242,172,14,1,2.0,2,5.0,5,5,2.0,73,+28.813,5819696.0,,,,,1,5.0,1
3243,172,41,16,23.0,12,6.0,6,6,1.0,73,+51.694,5842577.0,,,,,1,6.0,1
3244,172,56,19,7.0,17,7.0,7,7,0.0,73,+1:11.115,5861998.0,,,,,1,7.0,1
3245,172,64,15,16.0,9,8.0,8,8,0.0,72,,,,,,,11,8.0,1
3246,172,2,20,15.0,16,9.0,9,9,0.0,72,,,,,,,11,9.0,1
3247,172,25,22,12.0,11,10.0,10,10,0.0,72,,,,,,,11,10.0,1
3248,172,65,19,8.0,19,11.0,11,11,0.0,72,,,,,,,11,11.0,1
3249,172,48,18,20.0,22,12.0,12,12,0.0,72,,,,,,,11,12.0,1
3250,172,55,20,14.0,20,,R,13,0.0,64,,,,,,,5,,0
3251,172,60,18,21.0,21,,R,14,0.0,59,,,,,,,5,,0
3252,172,23,3,9.0,10,,R,15,0.0,58,,,,,,,5,,0
3253,172,37,21,18.0,18,,R,16,0.0,45,,,,,,,6,,0
3254,172,21,22,11.0,15,,R,17,0.0,44,,,,,,,5,,0
3255,172,50,21,19.0,13,,R,18,0.0,34,,,,,,,23,,0
3256,172,57,1,1.0,3,,R,19,0.0,25,,,,,,,5,,0
3257,172,63,15,17.0,14,,R,20,0.0,18,,,,,,,20,,0
3258,172,18,3,10.0,6,,R,21,0.0,14,,,,,,,5,,0
3259,172,15,17,6.0,5,,R,22,0.0,12,,,,,,,4,,0
3260,173,30,6,3.0,1,1.0,1,1,10.0,53,1:29:53.435,5393435.0,,,,,1,1.0,1
3261,173,57,1,1.0,2,2.0,2,2,6.0,53,+1.837,5395272.0,,,,,1,2.0,1
3262,173,14,1,2.0,3,3.0,3,3,4.0,53,+1:09.914,5463349.0,,,,,1,3.0,1
3263,173,22,6,4.0,4,4.0,4,4,3.0,53,+1:19.191,5472626.0,,,,,1,4.0,1
3264,173,18,3,10.0,5,5.0,5,5,2.0,53,+1:25.694,5479129.0,,,,,1,5.0,1
3265,173,35,16,22.0,9,6.0,6,6,1.0,52,,,,,,,11,6.0,1
3266,173,65,19,8.0,10,7.0,7,7,0.0,52,,,,,,,11,7.0,1
3267,173,56,19,7.0,7,8.0,8,8,0.0,52,,,,,,,11,8.0,1
3268,173,41,16,23.0,18,9.0,9,9,0.0,52,,,,,,,11,9.0,1
3269,173,63,15,17.0,19,10.0,10,10,0.0,52,,,,,,,11,10.0,1
3270,173,64,15,16.0,20,11.0,11,11,0.0,52,,,,,,,11,11.0,1
3271,173,37,21,18.0,13,12.0,12,12,0.0,52,,,,,,,11,12.0,1
3272,173,15,17,6.0,15,13.0,13,13,0.0,52,,,,,,,11,13.0,1
3273,173,21,22,11.0,12,14.0,14,14,0.0,52,,,,,,,11,14.0,1
3274,173,60,18,21.0,22,15.0,15,15,0.0,51,,,,,,,12,15.0,1
3275,173,48,18,20.0,21,,R,16,0.0,46,,,,,,,5,,0
3276,173,23,3,9.0,6,,R,17,0.0,41,,,,,,,20,,0
3277,173,2,20,15.0,16,,R,18,0.0,41,,,,,,,22,,0
3278,173,25,22,12.0,11,,R,19,0.0,37,,,,,,,20,,0
3279,173,49,17,5.0,8,,R,20,0.0,29,,,,,,,9,,0
3280,173,55,20,14.0,17,,R,21,0.0,19,,,,,,,5,,0
3281,173,50,21,19.0,14,,R,22,0.0,9,,,,,,,10,,0
3282,174,30,6,3.0,1,1.0,1,1,10.0,56,1:35:54.235,5754235.0,,,,,1,1.0,1
3283,174,14,1,2.0,3,2.0,2,2,6.0,56,+0.732,5754967.0,,,,,1,2.0,1
3284,174,22,6,4.0,4,3.0,3,3,4.0,56,+18.444,5772679.0,,,,,1,3.0,1
3285,174,57,1,1.0,2,4.0,4,4,3.0,56,+35.269,5789504.0,,,,,1,4.0,1
3286,174,35,16,22.0,6,5.0,5,5,2.0,56,+1:10.692,5824927.0,,,,,1,5.0,1
3287,174,56,19,7.0,7,6.0,6,6,1.0,56,+1:12.568,5826803.0,,,,,1,6.0,1
3288,174,25,22,12.0,5,7.0,7,7,0.0,56,+1:29.314,5843549.0,,,,,1,7.0,1
3289,174,63,15,17.0,17,8.0,8,8,0.0,55,,,,,,,11,8.0,1
3290,174,21,22,11.0,13,9.0,9,9,0.0,55,,,,,,,11,9.0,1
3291,174,50,21,19.0,15,10.0,10,10,0.0,55,,,,,,,11,10.0,1
3292,174,55,20,14.0,18,11.0,11,11,0.0,55,,,,,,,11,11.0,1
3293,174,15,17,6.0,9,12.0,12,12,0.0,55,,,,,,,11,12.0,1
3294,174,60,18,21.0,22,13.0,13,13,0.0,50,,,,,,,5,13.0,1
3295,174,65,19,8.0,12,,R,14,0.0,48,,,,,,,22,,0
3296,174,41,16,23.0,11,,R,15,0.0,46,,,,,,,5,,0
3297,174,23,3,9.0,8,,R,16,0.0,43,,,,,,,5,,0
3298,174,48,18,20.0,21,,R,17,0.0,36,,,,,,,36,,0
3299,174,18,3,10.0,16,,R,18,0.0,18,,,,,,,5,,0
3300,174,49,17,5.0,10,,R,19,0.0,7,,,,,,,10,,0
3301,174,37,21,18.0,14,,R,20,0.0,0,,,,,,,4,,0
3302,174,2,20,15.0,19,,R,21,0.0,0,,,,,,,4,,0
3303,174,64,15,16.0,20,,R,22,0.0,0,,,,,,,4,,0
7554,1,18,23,22.0,1,1.0,1,1,10.0,58,1:34:15.784,5655784.0,17.0,3.0,1:28.020,216.891,1,1.0,1
7555,1,22,23,23.0,2,2.0,2,2,8.0,58,+0.807,5656591.0,43.0,14.0,1:29.066,214.344,1,2.0,1
7556,1,15,7,9.0,20,3.0,3,3,6.0,58,+1.604,5657388.0,50.0,10.0,1:28.916,214.706,1,3.0,1
7557,1,10,7,10.0,19,4.0,4,4,5.0,58,+4.435,5660219.0,53.0,6.0,1:28.416,215.92,1,4.0,1
7558,1,4,4,7.0,10,5.0,5,5,4.0,58,+4.879,5660663.0,53.0,9.0,1:28.712,215.199,1,5.0,1
7559,1,3,3,16.0,5,6.0,6,6,3.0,58,+5.722,5661506.0,48.0,1.0,1:27.706,217.668,1,6.0,1
7560,1,67,5,12.0,13,7.0,7,7,2.0,58,+6.004,5661788.0,34.0,16.0,1:29.230,213.95,1,7.0,1
7561,1,7,5,11.0,17,8.0,8,8,1.0,58,+6.298,5662082.0,50.0,17.0,1:29.823,212.537,1,8.0,1
7562,1,16,10,20.0,16,9.0,9,9,0.0,58,+6.335,5662119.0,43.0,11.0,1:28.943,214.64,1,9.0,1
7563,1,2,2,6.0,9,10.0,10,10,0.0,58,+7.085,5662869.0,48.0,5.0,1:28.283,216.245,1,10.0,1
7564,1,21,10,21.0,15,11.0,11,11,0.0,58,+7.374,5663158.0,51.0,12.0,1:29.005,214.491,1,11.0,1
7565,1,17,9,14.0,8,12.0,12,12,0.0,57,,,38.0,8.0,1:28.508,215.695,11,12.0,1
7566,1,20,9,15.0,3,13.0,13,13,0.0,56,,,8.0,4.0,1:28.140,216.596,4,13.0,1
7567,1,9,2,5.0,4,14.0,14,14,0.0,55,,,36.0,2.0,1:27.988,216.97,4,14.0,1
7568,1,8,6,4.0,7,15.0,15,15,0.0,55,,,35.0,7.0,1:28.488,215.744,24,15.0,1
7569,1,13,6,3.0,6,,R,16,0.0,45,,,30.0,15.0,1:29.141,214.164,22,,0
7570,1,12,4,8.0,14,,R,17,0.0,24,,,17.0,19.0,1:30.502,210.943,20,,0
7571,1,6,3,17.0,11,,R,18,0.0,17,,,6.0,18.0,1:29.923,212.301,3,,0
7572,1,5,1,2.0,12,,R,19,0.0,0,,,,,,,4,,0
7573,1,1,1,1.0,18,,D,20,0.0,58,,,39.0,13.0,1:29.020,214.455,2,,0
7574,2,18,23,22.0,1,1.0,1,1,5.0,31,1:10:52.092,4252092.0,18.0,1.0,1:36.641,206.483,1,1.0,1
7575,2,2,2,6.0,10,2.0,2,2,4.0,31,+22.722,4274814.0,17.0,10.0,1:39.084,201.392,1,2.0,1
7576,2,10,7,10.0,3,3.0,3,3,3.0,31,+23.513,4275605.0,18.0,16.0,1:39.406,200.74,1,3.0,1
7577,2,15,7,9.0,2,4.0,4,4,2.5,31,+46.173,4298265.0,12.0,3.0,1:37.591,204.473,1,4.0,1
7578,2,22,23,23.0,8,5.0,5,5,2.0,31,+47.360,4299452.0,17.0,2.0,1:37.484,204.698,1,5.0,1
7579,2,17,9,14.0,5,6.0,6,6,1.5,31,+52.333,4304425.0,14.0,5.0,1:37.672,204.304,1,6.0,1
7580,2,1,1,1.0,12,7.0,7,7,1.0,31,+1:00.733,4312825.0,17.0,11.0,1:39.141,201.276,1,7.0,1
7581,2,3,3,16.0,4,8.0,8,8,0.5,31,+1:11.576,4323668.0,13.0,4.0,1:37.598,204.459,1,8.0,1
7582,2,13,6,3.0,16,9.0,9,9,0.0,31,+1:16.932,4329024.0,17.0,13.0,1:39.250,201.055,1,9.0,1
7583,2,7,5,11.0,15,10.0,10,10,0.0,31,+1:42.164,4354256.0,17.0,12.0,1:39.242,201.072,1,10.0,1
7584,2,4,4,7.0,9,11.0,11,11,0.0,31,,,17.0,9.0,1:39.006,201.551,11,11.0,1
7585,2,6,3,17.0,11,12.0,12,12,0.0,31,,,17.0,15.0,1:39.387,200.778,11,12.0,1
7586,2,12,4,8.0,17,13.0,13,13,0.0,31,,,18.0,14.0,1:39.268,201.019,11,13.0,1
7587,2,8,6,4.0,7,14.0,14,14,0.0,31,,,17.0,7.0,1:38.453,202.683,11,14.0,1
7588,2,20,9,15.0,13,15.0,15,15,0.0,30,,,10.0,6.0,1:38.427,202.737,20,15.0,1
7589,2,67,5,12.0,20,16.0,16,16,0.0,30,,,16.0,8.0,1:38.938,201.689,20,16.0,1
7590,2,16,10,20.0,19,17.0,17,17,0.0,30,,,17.0,18.0,1:39.464,200.623,11,17.0,1
7591,2,21,10,21.0,18,18.0,18,18,0.0,29,,,16.0,17.0,1:39.407,200.738,20,18.0,1
7592,2,9,2,5.0,6,,R,19,0.0,1,,,,,,,5,,0
7593,2,5,1,2.0,14,,R,20,0.0,0,,,,,,,20,,0
7594,3,20,9,15.0,1,1.0,1,1,10.0,56,1:57:43.485,7063485.0,42.0,2.0,1:52.627,174.235,1,1.0,1
7595,3,17,9,14.0,3,2.0,2,2,8.0,56,+10.970,7074455.0,42.0,4.0,1:52.980,173.69,1,2.0,1
7596,3,18,23,22.0,5,3.0,3,3,6.0,56,+44.975,7108460.0,44.0,6.0,1:53.546,172.825,1,3.0,1
7597,3,22,23,23.0,4,4.0,4,4,5.0,56,+1:03.704,7127189.0,42.0,1.0,1:52.592,174.289,1,4.0,1
