constructor_results_id,race_id,constructor_id,points,status
1245,137,16,0.0,
1246,137,15,0.0,
1247,137,17,0.0,
1248,137,4,0.0,
1249,137,18,0.0,
1250,138,6,16.0,
1251,138,19,4.0,
1252,138,4,5.0,
1253,138,16,1.0,
1254,138,1,0.0,
1255,138,17,0.0,
1256,138,15,0.0,
1257,138,7,0.0,
1258,138,18,0.0,
1259,138,3,0.0,
1260,139,6,16.0,
1261,139,1,4.0,
1262,139,3,3.0,
1263,139,4,2.0,
1264,139,16,1.0,
1265,139,17,0.0,
1266,139,15,0.0,
1267,139,19,0.0,
1268,139,7,0.0,
1269,139,18,0.0,
1270,140,6,16.0,
1271,140,1,4.0,
1272,140,3,3.0,
1273,140,17,2.0,
1274,140,4,1.0,
1275,140,15,0.0,
1276,140,7,0.0,
1277,140,19,0.0,
1278,140,18,0.0,
1279,140,16,0.0,
1280,141,6,14.0,
1281,141,1,6.0,
1282,141,15,4.0,
1283,141,17,2.0,
1284,141,16,0.0,
1285,141,19,0.0,
1286,141,20,0.0,
1287,141,21,0.0,
1288,141,18,0.0,
1289,141,22,0.0,
1290,141,3,0.0,
1291,142,6,16.0,
1292,142,1,5.0,
1293,142,17,3.0,
1294,142,3,2.0,
1295,142,21,0.0,
1296,142,20,0.0,
1297,142,19,0.0,
1298,142,22,0.0,
1299,142,18,0.0,
1300,142,16,0.0,
1301,142,15,0.0,
1302,143,1,10.0,
1303,143,6,6.0,
1304,143,15,4.0,
1305,143,16,3.0,
1306,143,17,2.0,
1307,143,22,1.0,
1308,143,20,0.0,
1309,143,18,0.0,
1310,143,3,0.0,
1311,143,19,0.0,
1312,143,21,0.0,
1313,144,3,10.0,
1314,144,1,9.0,
1315,144,6,4.0,
1316,144,17,3.0,
1317,144,15,0.0,
1318,144,16,0.0,
1319,144,20,0.0,
1320,144,21,0.0,
1321,144,19,0.0,
1322,144,22,0.0,
1323,144,18,0.0,
1324,145,6,10.0,
1325,145,3,6.0,
1326,145,16,4.0,
1327,145,17,3.0,
1328,145,1,2.0,
1329,145,15,1.0,
1330,145,20,0.0,
1331,145,21,0.0,
1332,145,18,0.0,
1333,145,22,0.0,
1334,145,19,0.0,
1335,146,1,10.0,
1336,146,6,10.0,
1337,146,15,3.0,
1338,146,16,2.0,
1339,146,21,1.0,
1340,146,19,0.0,
1341,146,20,0.0,
1342,146,22,0.0,
1343,146,3,0.0,
1344,146,18,0.0,
1345,146,17,0.0,
1346,147,6,16.0,
1347,147,19,4.0,
1348,147,16,3.0,
1349,147,1,2.0,
1350,147,20,1.0,
1351,147,22,0.0,
1352,147,21,0.0,
1353,147,15,0.0,
1354,147,3,0.0,
1355,147,18,0.0,
1356,147,17,0.0,
1357,148,3,10.0,
1358,148,6,6.0,
1359,148,1,4.0,
1360,148,15,3.0,
1361,148,20,2.0,
1362,148,19,1.0,
1363,148,17,0.0,
1364,148,18,0.0,
1365,148,21,0.0,
1366,148,16,0.0,
1367,148,22,0.0,
1368,149,6,12.0,
1369,149,3,9.0,
1370,149,1,5.0,
1371,149,19,0.0,
1372,149,16,0.0,
1373,149,15,0.0,
1374,149,22,0.0,
1375,149,20,0.0,
1376,149,18,0.0,
1377,149,21,0.0,
1378,149,17,0.0,
1379,150,6,14.0,
1380,150,3,6.0,
1381,150,1,3.0,
1382,150,17,2.0,
1383,150,15,1.0,
1384,150,16,0.0,
1385,150,20,0.0,
1386,150,22,0.0,
1387,150,21,0.0,
1388,150,19,0.0,
1389,150,18,0.0,
1390,151,1,10.0,
1391,151,6,10.0,
1392,151,3,3.0,
1393,151,15,3.0,
1394,151,17,0.0,
1395,151,16,0.0,
1396,151,19,0.0,
1397,151,21,0.0,
1398,151,20,0.0,
1399,151,22,0.0,
1400,151,18,0.0,
1401,152,3,10.0,
1402,152,6,6.0,
1403,152,16,4.0,
1404,152,22,5.0,
1405,152,20,1.0,
1406,152,21,0.0,
1407,152,18,0.0,
1408,152,17,0.0,
1409,152,1,0.0,
1410,152,15,0.0,
1411,152,19,0.0,
1412,153,6,16.0,
1413,153,1,6.0,
1414,153,3,3.0,
1415,153,15,1.0,
1416,153,16,0.0,
1417,153,17,0.0,
1418,153,19,0.0,
1419,153,21,0.0,
1420,153,22,0.0,
1421,153,20,0.0,
1422,153,18,0.0,
1423,154,6,12.0,
1424,154,1,9.0,
1425,154,22,4.0,
1426,154,17,1.0,
1427,154,3,0.0,
1428,154,16,0.0,
1429,154,20,0.0,
1430,154,21,0.0,
1431,154,18,0.0,
1432,154,19,0.0,
1433,154,15,0.0,
1434,155,3,14.0,
1435,155,6,9.0,
1436,155,19,2.0,
1437,155,16,1.0,
1438,155,15,0.0,
1439,155,17,0.0,
1440,155,22,0.0,
1441,155,20,0.0,
1442,155,18,0.0,
1443,155,21,0.0,
1444,155,1,0.0,
1445,156,1,14.0,
1446,156,6,6.0,
1447,156,17,3.0,
1448,156,19,2.0,
1449,156,15,1.0,
1450,156,22,0.0,
1451,156,20,0.0,
1452,156,16,0.0,
1453,156,21,0.0,
1454,156,3,0.0,
1455,156,18,0.0,
1456,157,6,12.0,
1457,157,3,7.0,
1458,157,1,7.0,
1459,157,22,0.0,
1460,157,17,0.0,
1461,157,15,0.0,
1462,157,16,0.0,
1463,157,18,0.0,
1464,157,20,0.0,
1465,157,21,0.0,
1466,157,19,0.0,
1467,158,6,16.0,
1468,158,3,4.0,
1469,158,16,4.0,
1470,158,22,2.0,
1471,158,18,0.0,
1472,158,20,0.0,
1473,158,15,0.0,
1474,158,17,0.0,
1475,158,1,0.0,
1476,158,21,0.0,
1477,158,19,0.0,
1478,159,6,10.0,
1479,159,22,6.0,
1480,159,17,7.0,
1481,159,3,3.0,
1482,159,21,0.0,
1483,159,16,0.0,
1484,159,18,0.0,
1485,159,1,0.0,
1486,159,19,0.0,
1487,159,20,0.0,
1488,159,15,0.0,
1489,160,6,13.0,
1490,160,1,10.0,
1491,160,16,2.0,
1492,160,15,1.0,
1493,160,19,0.0,
1494,160,22,0.0,
1495,160,18,0.0,
1496,160,21,0.0,
1497,160,17,0.0,
1498,160,3,0.0,
1499,160,20,0.0,
1500,161,1,16.0,
1501,161,6,4.0,
1502,161,3,5.0,
1503,161,17,1.0,
1504,161,22,0.0,
1505,161,15,0.0,
1506,161,20,0.0,
1507,161,19,0.0,
1508,161,18,0.0,
1509,161,16,0.0,
1510,161,21,0.0,
1511,162,1,16.0,
1512,162,6,6.0,
1513,162,3,3.0,
1514,162,17,1.0,
1515,162,15,0.0,
1516,162,16,0.0,
1517,162,22,0.0,
1518,162,19,0.0,
1519,162,18,0.0,
1520,162,20,0.0,
1521,162,21,0.0,
1522,163,6,13.0,
1523,163,1,10.0,
1524,163,22,2.0,
1525,163,21,1.0,
1526,163,15,0.0,
1527,163,18,0.0,
1528,163,20,0.0,
1529,163,3,0.0,
1530,163,19,0.0,
1531,163,16,0.0,
1532,163,17,0.0,
1533,164,1,11.0,
1534,164,6,6.0,
1535,164,22,4.0,
1536,164,19,3.0,
1537,164,15,2.0,
1538,164,16,0.0,
1539,164,20,0.0,
1540,164,17,0.0,
1541,164,21,0.0,
1542,164,3,0.0,
1543,164,18,0.0,
1544,165,6,16.0,
1545,165,22,4.0,
1546,165,1,3.0,
1547,165,21,2.0,
1548,165,17,1.0,
1549,165,16,0.0,
1550,165,15,0.0,
1551,165,3,0.0,
1552,165,18,0.0,
1553,165,19,0.0,
1554,165,20,0.0,
1555,166,1,16.0,
1556,166,6,4.0,
1557,166,16,3.0,
1558,166,3,2.0,
1559,166,17,1.0,
1560,166,22,0.0,
1561,166,15,0.0,
1562,166,20,0.0,
1563,166,19,0.0,
1564,166,18,0.0,
1565,166,21,0.0,
1566,167,1,16.0,
1567,167,6,4.0,
1568,167,16,3.0,
1569,167,3,2.0,
1570,167,15,1.0,
1571,167,19,0.0,
1572,167,18,0.0,
1573,167,22,0.0,
1574,167,20,0.0,
1575,167,21,0.0,
1576,167,17,0.0,
1577,168,6,10.0,
1578,168,1,10.0,
1579,168,3,3.0,
1580,168,15,2.0,
1581,168,21,1.0,
1582,168,16,0.0,
1583,168,17,0.0,
1584,168,19,0.0,
1585,168,18,0.0,
1586,168,20,0.0,
1587,168,22,0.0,
1588,169,1,14.0,
1589,169,6,9.0,
1590,169,3,2.0,
1591,169,17,1.0,
1592,169,19,0.0,
1593,169,15,0.0,
1594,169,22,0.0,
1595,169,16,0.0,
1596,169,21,0.0,
1597,169,18,0.0,
1598,169,20,0.0,
1599,170,1,13.0,
1600,170,6,6.0,
1601,170,3,6.0,
1602,170,17,1.0,
1603,170,16,0.0,
1604,170,19,0.0,
1605,170,15,0.0,
1606,170,22,0.0,
1607,170,18,0.0,
1608,170,21,0.0,
1609,170,20,0.0,
1610,171,6,10.0,
1611,171,1,6.0,
1612,171,3,4.0,
1613,171,21,3.0,
1614,171,22,2.0,
1615,171,16,1.0,
1616,171,15,0.0,
1617,171,18,0.0,
1618,171,20,0.0,
1619,171,19,0.0,
1620,171,17,0.0,
1621,172,6,16.0,
1622,172,17,4.0,
1623,172,16,4.0,
1624,172,1,2.0,
1625,172,19,0.0,
1626,172,15,0.0,
1627,172,20,0.0,
1628,172,22,0.0,
1629,172,18,0.0,
1630,172,3,0.0,
1631,172,21,0.0,
1632,173,6,13.0,
1633,173,1,10.0,
1634,173,3,2.0,
1635,173,16,1.0,
1636,173,19,0.0,
1637,173,15,0.0,
1638,173,21,0.0,
1639,173,17,0.0,
1640,173,22,0.0,
1641,173,18,0.0,
1642,173,20,0.0,
1643,174,6,14.0,
1644,174,1,9.0,
1645,174,16,2.0,
1646,174,19,1.0,
1647,174,22,0.0,
1648,174,15,0.0,
1649,174,21,0.0,
1650,174,20,0.0,
1651,174,17,0.0,
1652,174,18,0.0,
1653,174,3,0.0,
3018,124,2,0.0,
3823,1,23,18.0,
3824,1,1,0.0,
3825,1,7,11.0,
3826,1,4,4.0,
3827,1,3,3.0,
3828,1,5,3.0,
3829,1,10,0.0,
3830,1,2,0.0,
3831,1,9,0.0,
3832,1,6,0.0,
3833,2,23,7.0,
3834,2,2,4.0,
3835,2,7,5.5,
3836,2,9,1.5,
3837,2,1,1.0,
3838,2,3,0.5,
3839,2,6,0.0,
3840,2,5,0.0,
3841,2,4,0.0,
3842,2,10,0.0,
3843,3,9,18.0,
3844,3,23,11.0,
3845,3,1,7.0,
3846,3,7,2.0,
3847,3,5,1.0,
3848,3,4,0.0,
3849,3,6,0.0,
3850,3,2,0.0,
3851,3,10,0.0,
3852,3,3,0.0,
3853,4,23,14.0,
3854,4,9,8.0,
3855,4,7,8.0,
3856,4,1,5.0,
3857,4,6,3.0,
3858,4,4,1.0,
3859,4,3,0.0,
3860,4,5,0.0,
3861,4,10,0.0,
3862,4,2,0.0,
3863,5,23,18.0,
3864,5,9,11.0,
3865,5,4,4.0,
3866,5,6,3.0,
3867,5,2,2.0,
3868,5,3,1.0,
3869,5,1,0.0,
3870,5,7,0.0,
3871,5,10,0.0,
3872,5,5,0.0,
3873,6,23,18.0,
3874,6,6,11.0,
3875,6,9,4.0,
3876,6,3,3.0,
3877,6,4,2.0,
3878,6,5,1.0,
3879,6,10,0.0,
3880,6,7,0.0,
3881,6,2,0.0,
3882,6,1,0.0,
3883,7,23,10.0,
3884,7,9,14.0,
3885,7,7,6.0,
3886,7,3,4.0,
3887,7,6,3.0,
3888,7,2,2.0,
3889,7,4,0.0,
3890,7,1,0.0,
3891,7,5,0.0,
3892,7,10,0.0,
3893,8,9,18.0,
3894,8,23,9.0,
3895,8,6,6.0,
3896,8,3,4.0,
3897,8,7,2.0,
3898,8,10,0.0,
3899,8,4,0.0,
3900,8,2,0.0,
3901,8,1,0.0,
3902,8,5,0.0,
3903,9,9,18.0,
3904,9,6,6.0,
3905,9,3,5.0,
3906,9,23,7.0,
3907,9,4,2.0,
3908,9,1,1.0,
3909,9,7,0.0,
3910,9,2,0.0,
3911,9,10,0.0,
3912,9,5,0.0,
3913,10,1,14.0,
3914,10,6,8.0,
3915,10,9,6.0,
3916,10,3,5.0,
3917,10,7,4.0,
3918,10,23,2.0,
3919,10,2,0.0,
3920,10,4,0.0,
3921,10,10,0.0,
3922,10,5,0.0,
3923,11,23,12.0,
3924,11,1,13.0,
3925,11,6,6.0,
3926,11,3,4.0,
3927,11,4,3.0,
3928,11,2,1.0,
3929,11,9,0.0,
3930,11,10,0.0,
3931,11,7,0.0,
3932,11,5,0.0,
3933,12,6,10.0,
3934,12,10,8.0,
3935,12,9,6.0,
3936,12,2,9.0,
3937,12,1,3.0,
3938,12,23,2.0,
3939,12,3,1.0,
3940,12,7,0.0,
3941,12,5,0.0,
3942,12,4,0.0,
3943,13,23,18.0,
3944,13,6,6.0,
3945,13,10,5.0,
3946,13,4,4.0,
3947,13,1,3.0,
3948,13,2,2.0,
3949,13,9,1.0,
3950,13,3,0.0,
3951,13,7,0.0,
3952,13,5,0.0,
3953,14,1,12.0,
3954,14,7,8.0,
3955,14,4,6.0,
3956,14,9,5.0,
3957,14,23,7.0,
3958,14,2,1.0,
3959,14,3,0.0,
3960,14,6,0.0,
3961,14,10,0.0,
3962,14,5,0.0,
3963,15,9,10.0,
3964,15,7,8.0,
3965,15,1,6.0,
3966,15,6,5.0,
3967,15,3,4.0,
3968,15,2,3.0,
3969,15,23,3.0,
3970,15,4,0.0,
3971,15,10,0.0,
3972,15,5,0.0,
3973,16,9,15.0,
3974,16,2,8.0,
3975,16,1,6.0,
3976,16,23,5.0,
3977,16,6,3.0,
3978,16,5,2.0,
3979,16,7,0.0,
3980,16,10,0.0,
3981,16,4,0.0,
3982,16,3,0.0,
8305,17,9,18.0,
8306,17,23,11.0,
8307,17,2,4.0,
8308,17,7,5.0,
8309,17,5,1.0,
8310,17,3,0.0,
8311,17,1,0.0,
8312,17,6,0.0,
8313,17,4,0.0,
8314,17,10,0.0,
13900,337,6,43.0,
13901,337,1,21.0,
13902,337,9,16.0,
13903,337,131,18.0,
13904,337,10,2.0,
13905,337,3,1.0,
13906,337,4,0.0,
13907,337,5,0.0,
13908,337,205,0.0,
13909,337,15,0.0,
13910,337,164,0.0,
13911,337,166,0.0,
13912,338,1,33.0,
13913,338,4,18.0,
13914,338,6,27.0,
13915,338,131,11.0,
13916,338,10,6.0,
13917,338,3,4.0,
13918,338,9,2.0,
13919,338,5,0.0,
13920,338,15,0.0,
13921,338,205,0.0,
13922,338,164,0.0,
13923,338,166,0.0,
13924,339,9,43.0,
13925,339,131,15.0,
13926,339,4,12.0,
13927,339,10,10.0,
13928,339,1,12.0,
13929,339,6,6.0,
13930,339,5,2.0,
13931,339,3,1.0,
13932,339,166,0.0,
13933,339,164,0.0,
13934,339,205,0.0,
13935,339,15,0.0,
13936,340,1,43.0,
13937,340,131,16.0,
13938,340,6,14.0,
13939,340,4,16.0,
13940,340,9,12.0,
13941,340,10,0.0,
13942,340,3,0.0,
13943,340,5,0.0,
13944,340,205,0.0,
13945,340,164,0.0,
13946,340,166,0.0,
13947,340,15,0.0,
13948,341,9,40.0,
13949,341,6,26.0,
13950,341,131,12.0,
13951,341,1,10.0,
13952,341,10,6.0,
13953,341,4,4.0,
13954,341,3,2.0,
13955,341,5,1.0,
13956,341,15,0.0,
13957,341,205,0.0,
13958,341,166,0.0,
13959,341,164,0.0,
13960,342,9,43.0,
13961,342,4,15.0,
13962,342,6,20.0,
13963,342,1,10.0,
13964,342,131,6.0,
13965,342,10,6.0,
13966,342,5,1.0,
13967,342,164,0.0,
13968,342,205,0.0,
13969,342,3,0.0,
13970,342,15,0.0,
13971,342,166,0.0,
13972,343,1,43.0,
13973,343,9,15.0,
13974,343,131,22.0,
13975,343,4,8.0,
13976,343,6,10.0,
13977,343,10,2.0,
13978,343,15,1.0,
13979,343,5,0.0,
13980,343,3,0.0,
13981,343,166,0.0,
13982,343,164,0.0,
13983,343,205,0.0,
13984,344,1,43.0,
13985,344,6,15.0,
13986,344,9,22.0,
13987,344,131,8.0,
13988,344,4,6.0,
13989,344,5,4.0,
13990,344,10,3.0,
13991,344,3,0.0,
13992,344,205,0.0,
13993,344,164,0.0,
13994,344,166,0.0,
13995,344,15,0.0,
13996,345,9,25.0,
13997,345,1,33.0,
13998,345,3,12.0,
13999,345,4,10.0,
14000,345,10,8.0,
14001,345,15,6.0,
14002,345,6,4.0,
14003,345,5,2.0,
14004,345,131,1.0,
14005,345,166,0.0,
14006,345,164,0.0,
14007,345,205,0.0,
14008,346,9,31.0,
14009,346,1,30.0,
14010,346,131,17.0,
14011,346,3,11.0,
14012,346,15,8.0,
14013,346,10,4.0,
14014,346,5,0.0,
14015,346,4,0.0,
14016,346,6,0.0,
14017,346,205,0.0,
14018,346,166,0.0,
14019,346,164,0.0,
14020,347,6,43.0,
14021,347,9,23.0,
14022,347,1,22.0,
14023,347,4,7.0,
14024,347,131,6.0,
14025,347,15,0.0,
14026,347,3,0.0,
14027,347,5,0.0,
14028,347,10,0.0,
14029,347,166,0.0,
14030,347,164,0.0,
14031,347,205,0.0,
14032,348,9,40.0,
14033,348,6,30.0,
14034,348,4,10.0,
14035,348,3,9.0,
14036,348,15,8.0,
14037,348,1,4.0,
14038,348,131,0.0,
14039,348,5,0.0,
14040,348,10,0.0,
14041,348,205,0.0,
14042,348,166,0.0,
14043,348,164,0.0,
14044,349,1,25.0,
14045,349,9,18.0,
14046,349,4,17.0,
14047,349,6,12.0,
14048,349,10,11.0,
14049,349,131,14.0,
14050,349,15,4.0,
14051,349,5,0.0,
14052,349,3,0.0,
14053,349,205,0.0,
14054,349,166,0.0,
14055,349,164,0.0,
14056,350,6,40.0,
14057,350,1,18.0,
14058,350,9,20.0,
14059,350,131,12.0,
14060,350,3,7.0,
14061,350,4,4.0,
14062,350,5,0.0,
14063,350,10,0.0,
14064,350,15,0.0,
14065,350,166,0.0,
14066,350,205,0.0,
14067,350,164,0.0,
14068,351,6,29.0,
14069,351,9,33.0,
14070,351,1,12.0,
14071,351,131,10.0,
14072,351,3,9.0,
14073,351,4,6.0,
14074,351,10,2.0,
14075,351,5,0.0,
14076,351,166,0.0,
14077,351,205,0.0,
14078,351,15,0.0,
14079,351,164,0.0,
14080,352,9,43.0,
14081,352,6,15.0,
14082,352,1,22.0,
14083,352,131,8.0,
14084,352,15,10.0,
14085,352,3,2.0,
14086,352,5,1.0,
14087,352,205,0.0,
14088,352,166,0.0,
14089,352,164,0.0,
14090,352,10,0.0,
14091,352,4,0.0,
14092,353,6,40.0,
14093,353,1,18.0,
14094,353,131,12.0,
14095,353,4,10.0,
14096,353,10,8.0,
14097,353,3,7.0,
14098,353,15,6.0,
14099,353,5,0.0,
14100,353,205,0.0,
14101,353,164,0.0,
14102,353,9,0.0,
14103,353,166,0.0,
14104,354,9,43.0,
14105,354,6,15.0,
14106,354,1,22.0,
14107,354,131,14.0,
14108,354,3,4.0,
14109,354,4,2.0,
14110,354,15,1.0,
14111,354,5,0.0,
14112,354,10,0.0,
14113,354,205,0.0,
14114,354,166,0.0,
14115,354,164,0.0,
14116,355,9,29.0,
14117,355,1,33.0,
14118,355,131,12.0,
14119,355,4,18.0,
14120,355,6,7.0,
14121,355,5,2.0,
14122,355,15,0.0,
14123,355,3,0.0,
14124,355,10,0.0,
14125,355,205,0.0,
14126,355,166,0.0,
14127,355,164,0.0,
14129,841,9,35.0,
14130,841,1,26.0,
14131,841,4,15.0,
14132,841,6,18.0,
14133,841,15,0.0,
14134,841,5,4.0,
14135,841,10,3.0,
14136,841,205,0.0,
14137,841,166,0.0,
14138,841,3,0.0,
14139,841,131,0.0,
14140,842,9,37.0,
14141,842,1,22.0,
14142,842,4,15.0,
14143,842,6,18.0,
14144,842,15,6.0,
14145,842,131,2.0,
14146,842,10,1.0,
14147,842,5,0.0,
14148,842,205,0.0,
14149,842,166,0.0,
14150,842,164,0.0,
14151,842,3,0.0,
14152,843,1,37.0,
14153,843,9,33.0,
14154,843,131,14.0,
14155,843,6,14.0,
14156,843,4,2.0,
14157,843,15,1.0,
14158,843,10,0.0,
14159,843,3,0.0,
14160,843,5,0.0,
14161,843,205,0.0,
14162,843,166,0.0,
14163,843,164,0.0,
14164,844,9,43.0,
14165,844,6,15.0,
14166,844,1,20.0,
14167,844,131,10.0,
14168,844,4,10.0,
14169,844,5,2.0,
14170,844,15,1.0,
14171,844,10,0.0,
14172,844,3,0.0,
14173,844,205,0.0,
14174,844,166,0.0,
14175,844,164,0.0,
14176,845,9,37.0,
14177,845,1,33.0,
14178,845,6,10.0,
14179,845,131,14.0,
14180,845,4,4.0,
14181,845,15,3.0,
14182,845,10,0.0,
14183,845,5,0.0,
14184,845,3,0.0,
14185,845,205,0.0,
14186,845,166,0.0,
14187,845,164,0.0,
14188,846,9,37.0,
14189,846,6,18.0,
14190,846,1,23.0,
14191,846,15,10.0,
14192,846,10,6.0,
14193,846,4,4.0,
14194,846,3,2.0,
14195,846,5,1.0,
14196,846,131,0.0,
14197,846,205,0.0,
14198,846,166,0.0,
14199,846,164,0.0,
14200,847,1,25.0,
14201,847,9,33.0,
14202,847,131,12.0,
14203,847,4,10.0,
14204,847,6,8.0,
14205,847,15,6.0,
14206,847,5,5.0,
14207,847,3,2.0,
14208,847,164,0.0,
14209,847,166,0.0,
14210,847,205,0.0,
14211,847,10,0.0,
14212,848,9,40.0,
14213,848,6,28.0,
14214,848,1,20.0,
14215,848,131,6.0,
14216,848,5,4.0,
14217,848,10,2.0,
14218,848,4,1.0,
14219,848,15,0.0,
14220,848,3,0.0,
14221,848,205,0.0,
14222,848,166,0.0,
14223,848,164,0.0,
14224,849,6,35.0,
14225,849,9,33.0,
14226,849,1,12.0,
14227,849,131,10.0,
14228,849,15,6.0,
14229,849,4,4.0,
14230,849,5,1.0,
14231,849,10,0.0,
14232,849,3,0.0,
14233,849,166,0.0,
14234,849,164,0.0,
14235,849,205,0.0,
14236,850,1,25.0,
14237,850,6,28.0,
14238,850,9,27.0,
14239,850,10,8.0,
14240,850,131,10.0,
14241,850,15,2.0,
14242,850,4,1.0,
14243,850,5,0.0,
14244,850,3,0.0,
14245,850,205,0.0,
14246,850,166,0.0,
14247,850,164,0.0,
14248,851,1,37.0,
14249,851,9,28.0,
14250,851,6,23.0,
14251,851,10,6.0,
14252,851,5,5.0,
14253,851,131,2.0,
14254,851,15,0.0,
14255,851,4,0.0,
14256,851,3,0.0,
14257,851,166,0.0,
14258,851,164,0.0,
14259,851,205,0.0,
14260,852,9,43.0,
14261,852,1,15.0,
14262,852,6,16.0,
14263,852,131,18.0,
14264,852,10,6.0,
14265,852,4,2.0,
14266,852,3,1.0,
14267,852,15,0.0,
14268,852,205,0.0,
14269,852,166,0.0,
14270,852,164,0.0,
14271,852,5,0.0,
14272,853,9,25.0,
14273,853,1,30.0,
14274,853,6,23.0,
14275,853,131,10.0,
14276,853,5,7.0,
14277,853,10,4.0,
14278,853,4,2.0,
14279,853,3,0.0,
14280,853,205,0.0,
14281,853,166,0.0,
14282,853,164,0.0,
14283,853,15,0.0,
14284,854,9,40.0,
14285,854,1,28.0,
14286,854,6,14.0,
14287,854,10,12.0,
14288,854,131,6.0,
14289,854,15,1.0,
14290,854,3,0.0,
14291,854,5,0.0,
14292,854,4,0.0,
14293,854,205,0.0,
14294,854,166,0.0,
14295,854,164,0.0,
14296,855,1,35.0,
14297,855,6,24.0,
14298,855,9,27.0,
14299,855,131,9.0,
14300,855,15,4.0,
14301,855,4,2.0,
14302,855,10,0.0,
14303,855,3,0.0,
14304,855,5,0.0,
14305,855,205,0.0,
14306,855,166,0.0,
14307,855,164,0.0,
14308,856,9,40.0,
14309,856,1,30.0,
14310,856,6,18.0,
14311,856,5,8.0,
14312,856,131,4.0,
14313,856,10,1.0,
14314,856,3,0.0,
14315,856,4,0.0,
14316,856,205,0.0,
14317,856,15,0.0,
14318,856,166,0.0,
14319,856,164,0.0,
14320,857,9,37.0,
14321,857,1,24.0,
14322,857,6,15.0,
14323,857,131,18.0,
14324,857,5,4.0,
14325,857,10,2.0,
14326,857,15,1.0,
14327,857,4,0.0,
14328,857,205,0.0,
14329,857,3,0.0,
14330,857,166,0.0,
14331,857,164,0.0,
14332,858,1,40.0,
14333,858,6,28.0,
14334,858,9,12.0,
14335,858,131,14.0,
14336,858,10,6.0,
14337,858,15,1.0,
14338,858,3,0.0,
14339,858,4,0.0,
14340,858,5,0.0,
14341,858,205,0.0,
14342,858,166,0.0,
14343,858,164,0.0,
14344,859,9,43.0,
14345,859,1,15.0,
14346,859,6,22.0,
14347,859,10,12.0,
14348,859,131,6.0,
14349,859,15,2.0,
14350,859,4,1.0,
14351,859,5,0.0,
14352,859,3,0.0,
14353,859,205,0.0,
14354,859,166,0.0,
14355,859,164,0.0,
14356,860,1,40.0,
14357,860,9,30.0,
14358,860,6,10.0,
14359,860,15,12.0,
14360,860,208,6.0,
14361,860,5,2.0,
14362,860,10,1.0,
14363,860,131,0.0,
14364,860,3,0.0,
14365,860,206,0.0,
14366,860,207,0.0,
14367,861,6,25.0,
14368,861,15,18.0,
14369,861,1,15.0,
14370,861,9,12.0,
14371,861,208,10.0,
14372,861,3,8.0,
14373,861,10,8.0,
14374,861,5,4.0,
14375,861,131,1.0,
14376,861,207,0.0,
14377,861,206,0.0,
14378,861,164,0.0,
14379,862,131,25.0,
14380,862,1,33.0,
14381,862,9,22.0,
14382,862,208,8.0,
14383,862,3,10.0,
14384,862,6,2.0,
14385,862,15,1.0,
14386,862,10,0.0,
14387,862,5,0.0,
14388,862,207,0.0,
14389,862,206,0.0,
14390,862,164,0.0,
14391,863,9,37.0,
14392,863,208,33.0,
14393,863,131,11.0,
14394,863,10,8.0,
14395,863,6,8.0,
14396,863,1,4.0,
14397,863,15,0.0,
14398,863,5,0.0,
14399,863,207,0.0,
14400,863,206,0.0,
14401,863,164,0.0,
14402,863,3,0.0,
14403,864,3,25.0,
14404,864,6,18.0,
14405,864,208,27.0,
14406,864,15,10.0,
14407,864,9,8.0,
14408,864,131,6.0,
14409,864,1,6.0,
14410,864,10,1.0,
14411,864,5,0.0,
14412,864,207,0.0,
14413,864,206,0.0,
14414,864,164,0.0,
14415,865,9,37.0,
14416,865,131,18.0,
14417,865,6,23.0,
14418,865,1,10.0,
14419,865,10,10.0,
14420,865,208,2.0,
14421,865,3,1.0,
14422,865,15,0.0,
14423,865,5,0.0,
14424,865,207,0.0,
14425,865,206,0.0,
14426,865,164,0.0,
14427,866,1,25.0,
14428,866,208,22.0,
14429,866,15,17.0,
14430,866,9,18.0,
14431,866,6,11.0,
14432,866,131,8.0,
14433,866,10,0.0,
14434,866,3,0.0,
14435,866,5,0.0,
14436,866,207,0.0,
14437,866,206,0.0,
14438,866,164,0.0,
14439,867,6,25.0,
14440,867,208,18.0,
14441,867,131,23.0,
14442,867,9,12.0,
14443,867,10,16.0,
14444,867,1,4.0,
14445,867,15,2.0,
14446,867,3,1.0,
14447,867,5,0.0,
14448,867,207,0.0,
14449,867,206,0.0,
14450,867,164,0.0,
14451,868,9,40.0,
14452,868,6,30.0,
14453,868,208,18.0,
14454,868,131,6.0,
14455,868,1,5.0,
14456,868,3,2.0,
14457,868,15,0.0,
14458,868,10,0.0,
14459,868,5,0.0,
14460,868,207,0.0,
14461,868,206,0.0,
14462,868,164,0.0,
14463,869,6,25.0,
14464,869,9,14.0,
14465,869,1,18.0,
14466,869,208,15.0,
14467,869,15,20.0,
14468,869,131,7.0,
14469,869,10,2.0,
14470,869,5,0.0,
14471,869,3,0.0,
14472,869,207,0.0,
14473,869,206,0.0,
14474,869,164,0.0,
14475,870,1,33.0,
14476,870,208,33.0,
14477,870,9,16.0,
14478,870,6,12.0,
14479,870,3,6.0,
14480,870,131,1.0,
14481,870,10,0.0,
14482,870,15,0.0,
14483,870,5,0.0,
14484,870,207,0.0,
